   #  Z_k1  A_k1  Z_k3  A_k3        Z_k5  A_k5  Z_k7  A_k7    flux [dY/dt]    energy [erg/(g*s)]    timescale reac [s]
  228    8   18    0    1            2    4    7   15         1.00000E-99         1.00000E-99         1.00000E+90
  229    8   18    1    1            0    0    9   19         5.24617E-20         4.04638E-01         1.44536E+08
  230    8   18    1    1            0    1    9   18         1.00000E-99         1.00000E-99         1.00000E+90
  231    8   18    1    1            2    4    7   15         8.98521E-18         3.45126E+01         8.43901E+05
  232    8   18    2    4            0    0   10   22         1.00000E-99         1.82180E-90         1.00000E+90
  233    8   18    0    0            2    4    6   14         1.00000E-99         1.00000E-99         1.00000E+90
  234    8   18    2    4            0    1   10   21         1.00000E-99         1.00000E-99         1.00000E+90
  235    8   18    0    0            0    0    9   18         1.00000E-99         1.00000E-99         1.00000E+90
  236    9   17    0    1            0    0    9   18         8.97496E-37         7.92374E-18         1.00000E+90
  237    9   17    0    1            1    1    8   17         9.33201E-33         3.19045E-14         7.65786E+88
  238    9   17    0    1            2    4    7   14         4.96182E-31         2.26700E-12         1.44026E+87
  239    9   17    1    1            0    0    9   18         9.18842E-26         8.11220E-07         7.71614E+11
  240    9   17    0    0            1    1    8   16         1.00000E-99         1.00000E-99         1.00000E+90
  241    9   17    1    1            0    1    9   17         1.00000E-99         1.00000E-99         1.00000E+90
  242    9   17    1    1            2    4    8   14         1.00000E-99         1.00000E-99         1.00000E+90
  243    9   17    2    4            0    1   10   20         1.00000E-99         7.33003E-93         1.00000E+90
  244    9   17    2    4            1    1   10   20         3.05119E-42         1.21586E-23         2.32365E+28
  245    9   17    0    0            0    0    8   17         7.32388E-16         2.50390E+03         9.68054E+01
  246    9   18    0    1            0    0    9   19         6.65717E-36         6.70024E-17         1.00000E+90
  247    9   18    0    0            0    1    9   17         1.00000E-99         1.00000E-99         1.00000E+90
  248    9   18    0    1            1    1    8   18         3.07800E-33         7.23850E-15         3.02616E+89
